File ID,File Name,Run Metadata ID,Protocol,Study Name,PDC Study ID,PDC Study Version,Study ID,Project Name,Data Category,File Type,Access,File Size (in bytes),Md5sum,Downloadable,File Download Link
"01de034c-ed53-419d-9fc5-df7a661f3ef5","02CPTAC_GBM_W_PNNL_20190123_B1S2_f19.mzid.gz","02CPTAC_GBM_Proteome_PNNL_20190123","CPTAC-GBM-Proteome","CPTAC GBM Discovery Study - Proteome","PDC000204","1","cfe9f4a2-1797-11ea-9bfa-0a42f3c845fe","CPTAC3 Discovery and Confirmatory","Peptide Spectral Matches","Open Standard","Open","9080796","ba3aa5fc938a5c2202b2c824e92bdba8","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/204/PSM/mzid/02CPTAC_GBM_W_PNNL_20190123_B1S2_f19.mzid.gz?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kM2l3dGt1dnd6NGp0Zi5jbG91ZGZyb250Lm5ldC9zdHVkaWVzLzIwNC9QU00vbXppZC8wMkNQVEFDX0dCTV9XX1BOTkxfMjAxOTAxMjNfQjFTMl9mMTkubXppZC5neiIsIkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc3NDExODc4OH19fV19&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=YKdmWyeJuNZ53y21pQVUcL4DDmN7-StYrF6xGbBdVoA1S9A8g83JjPiIg-riM63nDI-JmPOGLhtbPzTqVdwTz~~ZPKfiWZyyNjRPRPXAdAjBlU1zV4CRgdzAhJRO7KJXPBCUbVxvC7nBMEPolWhxpiyJQL18vvFi1aQz8LU5cF4UDkNDzv7bSi1tiALJbNBv-uJbJ7mP~UUhSHj5wbjT7n0zFRvRtHzWRe1aP1zwNsR2NgNrtpZ5GnlQuRDEflXGbchrYtsZ5g0kb2-W0SHO3nbKFro0yq8M0fYeIj2ZSLXCfH1TQBUtY3gHgxA9pISbxBRSKkLLZeyHIv-bIcB-tQ__"
"02a96f8a-a59d-4148-bcea-d42854d12af9","10CPTAC_GBM_W_PNNL_20190501_B3S2_f02.mzid.gz","10CPTAC_GBM_Proteome_PNNL_20190501","CPTAC-GBM-Proteome","CPTAC GBM Discovery Study - Proteome","PDC000204","1","cfe9f4a2-1797-11ea-9bfa-0a42f3c845fe","CPTAC3 Discovery and Confirmatory","Peptide Spectral Matches","Open Standard","Open","8641779","2b68b4b20ade603bed252631a3c43ff6","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/204/PSM/mzid/10CPTAC_GBM_W_PNNL_20190501_B3S2_f02.mzid.gz?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kM2l3dGt1dnd6NGp0Zi5jbG91ZGZyb250Lm5ldC9zdHVkaWVzLzIwNC9QU00vbXppZC8xMENQVEFDX0dCTV9XX1BOTkxfMjAxOTA1MDFfQjNTMl9mMDIubXppZC5neiIsIkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc3NDExODc4OH19fV19&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=Tjlzj12UTXNF9lkNdcXMveRI6DG~Q3kPOKOEyooYkBw~g5GWnNGi8I0Dok1KBx~aIpkPo-sySKcl6eDqWIygAOaQ7j0eXmdmwtEWXc5uy05La832XUneljInDjQpEbToli0JOZKTtUCrXYAYl50Fun~UbXrlekf6MGtGeAmStZ050gWmVKfPmEEmdUUGl5Itss2FYSJU9kVT0lGxOj1cXKtDa9~IHdBDzFTl5tal5r~KlBAH3VXJOz7oENvkaoruv9PF4M3axFZxdWly4ENgN83uZSuqQtxhuviySVGP4yde~LLHaf~y0NJreGtW0I31tEzGVILFI5fC7hmNAkDRVQ__"
"0319256d-8c5b-47c2-b51f-46e40033cdbc","01CPTAC_GBM_W_PNNL_20190123_B1S1_f20.mzid.gz","01CPTAC_GBM_Proteome_PNNL_20190123","CPTAC-GBM-Proteome","CPTAC GBM Discovery Study - Proteome","PDC000204","1","cfe9f4a2-1797-11ea-9bfa-0a42f3c845fe","CPTAC3 Discovery and Confirmatory","Peptide Spectral Matches","Open Standard","Open","9711207","9764068a2d533c8754c8115bce35732c","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/204/PSM/mzid/01CPTAC_GBM_W_PNNL_20190123_B1S1_f20.mzid.gz?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kM2l3dGt1dnd6NGp0Zi5jbG91ZGZyb250Lm5ldC9zdHVkaWVzLzIwNC9QU00vbXppZC8wMUNQVEFDX0dCTV9XX1BOTkxfMjAxOTAxMjNfQjFTMV9mMjAubXppZC5neiIsIkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc3NDExODc4OH19fV19&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=Apn6i5X8Qsow1s1fbsDixv3PzbN1PFzPGNCf3sIGiaKK-G9aW3G~eudgH~LphomUUzJI9Oyydn7iPxzx9~~4OTVle~R9zv-NecxffSdj~YcsW04LgE2upFsaGvBEWrkgFCe7pFnayZGvYM09GCZsu3amP9l2BDXb3RcHvMgXhcEkpnKMz7DShyGzCN4UT0WUPKwtQpEqCDXKLMhkOEtrtRBq79h9XKxvP4Yp3VfL4s8eG9Ls3EiKsSV-QrI7mUWhC3HCkiWjSz4FaUI9BjPQ1XiJ7Z8H74kG1be05IIWXeBxrz4uzOll4jvolBs0vTHR6cLIR0c7D7F801sbeAIFkg__"
"0334e159-a071-450f-a1b5-f9396881122a","02CPTAC_GBM_W_PNNL_20190123_B1S2_f01.mzid.gz","02CPTAC_GBM_Proteome_PNNL_20190123","CPTAC-GBM-Proteome","CPTAC GBM Discovery Study - Proteome","PDC000204","1","cfe9f4a2-1797-11ea-9bfa-0a42f3c845fe","CPTAC3 Discovery and Confirmatory","Peptide Spectral Matches","Open Standard","Open","8148851","30da6d456a9faa66934a10b8c9b40d76","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/204/PSM/mzid/02CPTAC_GBM_W_PNNL_20190123_B1S2_f01.mzid.gz?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kM2l3dGt1dnd6NGp0Zi5jbG91ZGZyb250Lm5ldC9zdHVkaWVzLzIwNC9QU00vbXppZC8wMkNQVEFDX0dCTV9XX1BOTkxfMjAxOTAxMjNfQjFTMl9mMDEubXppZC5neiIsIkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc3NDExODc4OH19fV19&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=COWwmPhu-vFy36TpHAluzdAEATmbkb1hl8meQhxcDDzpPTSsApt7389s6VXMUy9CcE5j93xxoPthNm-wYGRxecQUxuv7NSzoixOTjPhXPE2n1U-oYUR6C-hzW7zx0RXRh1hW9AwY3ecaPR4E9U3M3ZtYtxJAO3X~ugZNEHXBLcPxV2Am9XCpZYyVu3J00PYsiHysfUUQwjfq9y76NMw47VvxEEc8U7T1t0aXIuFI5DAjY4HHghtOONIy2SsG1s7-ZoT-Qvq-dJQNo4sUgSzvigAyaUiYMAyIGuZurLWMzyEPA1cedho9jw-zG5Szq9S-tvhfNVSNxKDxWT18RBj32A__"
"03a90ba5-b129-4f90-a36f-9aa4e56e56c9","09CPTAC_GBM_W_PNNL_20190501_B3S1_f15.mzid.gz","09CPTAC_GBM_Proteome_PNNL_20190501","CPTAC-GBM-Proteome","CPTAC GBM Discovery Study - Proteome","PDC000204","1","cfe9f4a2-1797-11ea-9bfa-0a42f3c845fe","CPTAC3 Discovery and Confirmatory","Peptide Spectral Matches","Open Standard","Open","7928802","3488f7893efb6f4e5b2cd63fdc211f66","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/204/PSM/mzid/09CPTAC_GBM_W_PNNL_20190501_B3S1_f15.mzid.gz?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kM2l3dGt1dnd6NGp0Zi5jbG91ZGZyb250Lm5ldC9zdHVkaWVzLzIwNC9QU00vbXppZC8wOUNQVEFDX0dCTV9XX1BOTkxfMjAxOTA1MDFfQjNTMV9mMTUubXppZC5neiIsIkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc3NDExODc4OH19fV19&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=Hs7S6esE2QWPzPCxB23YglIcjn7Dvt76-gs5souKfazL8VtkwLqsPV0JarPLFwrXdPMjfu94fN8qzHxVTzBr0RBtEjTumCC9VChb8GBiRPx1yheg7kwPDlCefTnOtaRlhhhWiKiXIuzPxuQKT-dr2QSuc84tnkFOkukJT3kLyz-J2LhNpPrdlCm59ZrcfQiIJ78K-5bIdybhGI-gMGjpn2cvn7x~bZuMwYqX6iLpXzsMzUPJcf916BbcUmOklRcKEGY7iuFzp4Xq1-8zMJzlVlJ8kzCyVFolDZTv3JscB~wyIgGkzJyHhfl0QySVTHauNM8-u-Nc6WvYvW5ya~ZW9w__"
"04bc9025-9596-465e-8624-bbc2832ccb72","11CPTAC_GBM_W_PNNL_20190501_B3S3_f12.mzid.gz","11CPTAC_GBM_Proteome_PNNL_20190501","CPTAC-GBM-Proteome","CPTAC GBM Discovery Study - Proteome","PDC000204","1","cfe9f4a2-1797-11ea-9bfa-0a42f3c845fe","CPTAC3 Discovery and Confirmatory","Peptide Spectral Matches","Open Standard","Open","7022365","fb805e101a904ea34d4c7f16f4fb70cc","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/204/PSM/mzid/11CPTAC_GBM_W_PNNL_20190501_B3S3_f12.mzid.gz?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kM2l3dGt1dnd6NGp0Zi5jbG91ZGZyb250Lm5ldC9zdHVkaWVzLzIwNC9QU00vbXppZC8xMUNQVEFDX0dCTV9XX1BOTkxfMjAxOTA1MDFfQjNTM19mMTIubXppZC5neiIsIkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc3NDExODc4OH19fV19&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=R8AVN5iudw8WFLdoqHCat~2RKZQjXTkXPJD67x7ISEMxAalRhvnH-xefCXYC13TRPs9Q2B1N2Rxa7jZ-vsuL0OkUeEloRra2TwvoiGd436sEJdx05KE-mBvPzxifM5xJROSK0ZaA9plRsNIaDG2-nnxm6eBgIU2NytIZUxTP5eP5iCTTM5rKbrPrANDRD~vmC~KxGO5JM0CGt4HNy1aA9hMBWOLAEL5NEc~8Lso5PLHTcXTRev5N3NobzoIv5sDpq~0CfcNvSWOuHu3Djv3xHNp-wWacrM7rmpOMoeu~YimzYzRHIYKfcvgifSXVzYwoEYgPg5N4Q-OrgIQMLR30xA__"
"04f90322-22ac-428b-acc8-489bbbf94877","01CPTAC_GBM_W_PNNL_20190123_B1S1_f12.mzid.gz","01CPTAC_GBM_Proteome_PNNL_20190123","CPTAC-GBM-Proteome","CPTAC GBM Discovery Study - Proteome","PDC000204","1","cfe9f4a2-1797-11ea-9bfa-0a42f3c845fe","CPTAC3 Discovery and Confirmatory","Peptide Spectral Matches","Open Standard","Open","9136928","909f579708fc694020aa6ab95cd44811","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/204/PSM/mzid/01CPTAC_GBM_W_PNNL_20190123_B1S1_f12.mzid.gz?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kM2l3dGt1dnd6NGp0Zi5jbG91ZGZyb250Lm5ldC9zdHVkaWVzLzIwNC9QU00vbXppZC8wMUNQVEFDX0dCTV9XX1BOTkxfMjAxOTAxMjNfQjFTMV9mMTIubXppZC5neiIsIkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc3NDExODc4OH19fV19&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=WPzmoG5Yu8b7L7RiZfzXIC4L5Zh5dHoLw0oU4lHFkSL-5QOiZ7Zv-eNJyhQKJ9u0moYj1CucHK9-TJ~DDwLou48cytRZg44Lfvbq8hoGqbBViDsncSpwCO7hCMIN-r3oXutKkK1XtSkRhFnKfnLI1ykoq5w10Ek6d0Qr-mNz14yPVEDxZgos11UsDH-73JxtqEbiccS-FgnaIC5k7YH-59irO38n3O9fsPRk11m45C-Sm6k1I7itcXORtG8sG98PluLBvQD4yt3DZ8~71QK6B7gnDAznkEG~BAV7E6cOrGj2tW7GGbmsFYIpz7F1VrPCV6Itnb5tW2bF9TWY2gBGUA__"
"05900681-3dca-4fda-bb5f-8b49f1298ff7","03CPTAC_GBM_W_PNNL_20190123_B1S3_f20.psm","03CPTAC_GBM_Proteome_PNNL_20190123","CPTAC-GBM-Proteome","CPTAC GBM Discovery Study - Proteome","PDC000204","1","cfe9f4a2-1797-11ea-9bfa-0a42f3c845fe","CPTAC3 Discovery and Confirmatory","Peptide Spectral Matches","Text","Open","5706005","dfeb848c786b9a5bf031a88d83fa6c62","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/204/PSM/tsv/03CPTAC_GBM_W_PNNL_20190123_B1S3_f20.psm?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kM2l3dGt1dnd6NGp0Zi5jbG91ZGZyb250Lm5ldC9zdHVkaWVzLzIwNC9QU00vdHN2LzAzQ1BUQUNfR0JNX1dfUE5OTF8yMDE5MDEyM19CMVMzX2YyMC5wc20iLCJDb25kaXRpb24iOnsiRGF0ZUxlc3NUaGFuIjp7IkFXUzpFcG9jaFRpbWUiOjE3NzQxMTg3ODh9fX1dfQ__&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=ZcXEIsyQkkL3ATY4vCCjUiHtzOsdj8Njp8gpQeCaSsN6zmYeBF8m0nKbWux~gvCIL39WSgNzVC2PYjAzCl7wwnVSH~x70fR-7W4UQmafwZFOSDBUCHbxSs4uqh4bdigQ7yFE8eeZ8A1JEAfc-TbKWxYc4PwHmsvHDPPjgVJk4M0ZCM-aUBUNskFbwTOE3g5LzTaw0yZZtRAmtMnd9A1KHmSGTkMa5RpIDHKoywVBAzzrGGCPNHaD0g5rNc~PThb-QDFvyjQuXb49t0~MU0cgxn-QYtbudOvN6eFJMwo4K1ad2pnt3uu3WIDYeq1-5eM0Nxrwke0BnjaFoQ-zjxoq8w__"
"05b9c5c8-f0f1-4e7b-9509-43ac7a092a77","03CPTAC_GBM_W_PNNL_20190123_B1S3_f04.mzid.gz","03CPTAC_GBM_Proteome_PNNL_20190123","CPTAC-GBM-Proteome","CPTAC GBM Discovery Study - Proteome","PDC000204","1","cfe9f4a2-1797-11ea-9bfa-0a42f3c845fe","CPTAC3 Discovery and Confirmatory","Peptide Spectral Matches","Open Standard","Open","9729669","66cda96983a1fbc579e0bc3c83fe29bf","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/204/PSM/mzid/03CPTAC_GBM_W_PNNL_20190123_B1S3_f04.mzid.gz?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kM2l3dGt1dnd6NGp0Zi5jbG91ZGZyb250Lm5ldC9zdHVkaWVzLzIwNC9QU00vbXppZC8wM0NQVEFDX0dCTV9XX1BOTkxfMjAxOTAxMjNfQjFTM19mMDQubXppZC5neiIsIkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc3NDExODc4OH19fV19&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=eeGJ0UWBUWuivxPuffblmiAu95JNx9C2zxz5LXAFuhaOf1jJduBK7m95eejSzea5sK-eyA~rFRRxV~KAsvMqGpN8Oiz56O0DpkheJLTc5oBBt7MtsUNCKbeSHoTdnr72T4AHwg1m6Qc5KVNe6OXVJjiBwpiIyYWhiEUPr2GgkLZjRfofs2jrsORA5Ujq38gNgaOzU9QvV7r9PsN2LzXMYGZZJlM-tQNIJ-sukwIcKdKvF5uph7RgbIqCgc1FcjLn4Pq1Jia5RrUrDvwql90JMlnjt10BC~-hxWrefPe-ONC9cozPMNxRtDuBdOnnbACaeQ6cJRvKcDTrb6KZ26WIfQ__"
"05d711a2-56c1-4f9c-bc94-8fb0776c6d1d","06CPTAC_GBM_W_PNNL_20190306_B2S2_f07.mzid.gz","06CPTAC_GBM_Proteome_PNNL_20190306","CPTAC-GBM-Proteome","CPTAC GBM Discovery Study - Proteome","PDC000204","1","cfe9f4a2-1797-11ea-9bfa-0a42f3c845fe","CPTAC3 Discovery and Confirmatory","Peptide Spectral Matches","Open Standard","Open","8872098","7f6cee237878e06a58f705cec12d57e7","Yes","https://d3iwtkuvwz4jtf.cloudfront.net/studies/204/PSM/mzid/06CPTAC_GBM_W_PNNL_20190306_B2S2_f07.mzid.gz?Policy=eyJTdGF0ZW1lbnQiOlt7IlJlc291cmNlIjoiaHR0cHM6Ly9kM2l3dGt1dnd6NGp0Zi5jbG91ZGZyb250Lm5ldC9zdHVkaWVzLzIwNC9QU00vbXppZC8wNkNQVEFDX0dCTV9XX1BOTkxfMjAxOTAzMDZfQjJTMl9mMDcubXppZC5neiIsIkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc3NDExODc4OH19fV19&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=N0b-vH174mPqqSvV30aU~1QHahoyzwZRezZq5eiE~bVpRnmJ~wIr9kbT3YN-tEGhBE1b2~Hjj3fw5o1sRQmu2rwWd~Oty884JIVEdn1hFwxRe8h30-EYk1uaAoiKIbs4PiXvoNXbeXyIID98C~rHTDt0LIwQt3WzOhUH44v5McXUXZdeZ8F-XwxLIDvX0rmDK6X~mRiFA-uiElgmyk2XP7uIDNeQMvT1Royf8PCF67HQ2xkdW3lXni54QFphFo5rg~ETbOq5c877IJvV4UTNzBlQDnnjWNgFyYKwS3BVn0lMisV50xF6qY1qsVKdD6Lthiqc-GoefPw4gyS4wQ3t~A__"
